SchoolName,Year,Category,Phase,Count
Xishan Primary School,2013,Taken,Phase 1,45
Xishan Primary School,2014,Taken,Phase 1,42
Xishan Primary School,2015,Taken,Phase 1,49
Xishan Primary School,2016,Taken,Phase 1,51
Xishan Primary School,2017,Taken,Phase 1,52
Xishan Primary School,2018,Taken,Phase 1,58
Xishan Primary School,2019,Vacancy,Phase 1,200
Xishan Primary School,2019,Applied,Phase 1,62
Xishan Primary School,2019,Taken,Phase 1,62
Xishan Primary School,2020,Vacancy,Phase 1,160
Xishan Primary School,2020,Applied,Phase 1,91
Xishan Primary School,2020,Taken,Phase 1,91
Xishan Primary School,2021,Vacancy,Phase 1,180
Xishan Primary School,2021,Applied,Phase 1,90
Xishan Primary School,2021,Taken,Phase 1,90
Xishan Primary School,2019,Vacancy,2A(1),138
Xishan Primary School,2020,Vacancy,2A(1),69
Xishan Primary School,2021,Vacancy,2A(1),90
Xishan Primary School,2009,Taken,2A(2),5
Xishan Primary School,2010,Taken,2A(2),9
Xishan Primary School,2011,Taken,2A(2),7
Xishan Primary School,2012,Taken,2A(2),18
Xishan Primary School,2013,Taken,2A(2),9
Xishan Primary School,2014,Taken,2A(2),14
Xishan Primary School,2015,Taken,2A(2),13
Xishan Primary School,2016,Taken,2A(2),12
Xishan Primary School,2017,Taken,2A(2),11
Xishan Primary School,2018,Taken,2A(2),18
Xishan Primary School,2019,Vacancy,2A(2),138
Xishan Primary School,2019,Applied,2A(2),13
Xishan Primary School,2019,Taken,2A(2),13
Xishan Primary School,2020,Vacancy,2A(2),69
Xishan Primary School,2020,Applied,2A(2),12
Xishan Primary School,2020,Taken,2A(2),12
Xishan Primary School,2021,Vacancy,2A(2),90
Xishan Primary School,2021,Applied,2A(2),18
Xishan Primary School,2021,Taken,2A(2),18
Xishan Primary School,2009,Vacancy,2B,57.0
Xishan Primary School,2010,Vacancy,2B,59.0
Xishan Primary School,2011,Vacancy,2B,53.0
Xishan Primary School,2012,Vacancy,2B,51.0
Xishan Primary School,2013,Vacancy,2B,63.0
Xishan Primary School,2014,Vacancy,2B,62.0
Xishan Primary School,2015,Vacancy,2B,59.0
Xishan Primary School,2016,Vacancy,2B,59.0
Xishan Primary School,2017,Vacancy,2B,59.0
Xishan Primary School,2018,Vacancy,2B,82.0
Xishan Primary School,2019,Vacancy,2B,83.0
Xishan Primary School,2019,Applied,2B,3.0
Xishan Primary School,2019,Taken,2B,3.0
Xishan Primary School,2020,Vacancy,2B,49.0
Xishan Primary School,2021,Vacancy,2B,56.0
Xishan Primary School,2009,Vacancy,2C,114.0
Xishan Primary School,2009,Applied,2C,48.0
Xishan Primary School,2009,Taken,2C,48.0
Xishan Primary School,2010,Vacancy,2C,118.0
Xishan Primary School,2010,Applied,2C,47.0
Xishan Primary School,2010,Taken,2C,47.0
Xishan Primary School,2011,Vacancy,2C,107.0
Xishan Primary School,2011,Applied,2C,44.0
Xishan Primary School,2011,Taken,2C,44.0
Xishan Primary School,2012,Vacancy,2C,101.0
Xishan Primary School,2012,Applied,2C,56.0
Xishan Primary School,2012,Taken,2C,54.0
Xishan Primary School,2013,Vacancy,2C,126.0
Xishan Primary School,2013,Applied,2C,57.0
Xishan Primary School,2013,Taken,2C,57.0
Xishan Primary School,2014,Vacancy,2C,124.0
Xishan Primary School,2014,Applied,2C,41.0
Xishan Primary School,2014,Taken,2C,41.0
Xishan Primary School,2015,Vacancy,2C,119.0
Xishan Primary School,2015,Applied,2C,53.0
Xishan Primary School,2015,Taken,2C,53.0
Xishan Primary School,2016,Vacancy,2C,119.0
Xishan Primary School,2016,Applied,2C,41.0
Xishan Primary School,2016,Taken,2C,41.0
Xishan Primary School,2017,Vacancy,2C,117.0
Xishan Primary School,2017,Applied,2C,38.0
Xishan Primary School,2017,Taken,2C,38.0
Xishan Primary School,2018,Vacancy,2C,164.0
Xishan Primary School,2018,Applied,2C,46.0
Xishan Primary School,2018,Taken,2C,46.0
Xishan Primary School,2019,Vacancy,2C,162.0
Xishan Primary School,2019,Applied,2C,59.0
Xishan Primary School,2019,Taken,2C,59.0
Xishan Primary School,2020,Vacancy,2C,98.0
Xishan Primary School,2020,Applied,2C,48.0
Xishan Primary School,2020,Taken,2C,48.0
Xishan Primary School,2021,Vacancy,2C,112.0
Xishan Primary School,2021,Applied,2C,72.0
Xishan Primary School,2021,Taken,2C,72.0
Xishan Primary School,2009,Vacancy,2C(S),66
Xishan Primary School,2009,Applied,2C(S),6
Xishan Primary School,2009,Taken,2C(S),6
Xishan Primary School,2010,Vacancy,2C(S),71
Xishan Primary School,2010,Applied,2C(S),11
Xishan Primary School,2010,Taken,2C(S),11
Xishan Primary School,2011,Vacancy,2C(S),63
Xishan Primary School,2011,Applied,2C(S),13
Xishan Primary School,2011,Taken,2C(S),20
Xishan Primary School,2012,Vacancy,2C(S),47
Xishan Primary School,2012,Applied,2C(S),4
Xishan Primary School,2012,Taken,2C(S),4
Xishan Primary School,2013,Vacancy,2C(S),70
Xishan Primary School,2013,Applied,2C(S),19
Xishan Primary School,2013,Taken,2C(S),36
Xishan Primary School,2014,Vacancy,2C(S),83
Xishan Primary School,2014,Applied,2C(S),13
Xishan Primary School,2014,Taken,2C(S),13
Xishan Primary School,2015,Vacancy,2C(S),66
Xishan Primary School,2015,Applied,2C(S),14
Xishan Primary School,2015,Taken,2C(S),14
Xishan Primary School,2016,Vacancy,2C(S),78
Xishan Primary School,2016,Applied,2C(S),15
Xishan Primary School,2016,Taken,2C(S),15
Xishan Primary School,2017,Vacancy,2C(S),79
Xishan Primary School,2017,Applied,2C(S),25
Xishan Primary School,2017,Taken,2C(S),25
Xishan Primary School,2018,Vacancy,2C(S),118
Xishan Primary School,2018,Applied,2C(S),96
Xishan Primary School,2018,Taken,2C(S),96
Xishan Primary School,2019,Vacancy,2C(S),103
Xishan Primary School,2019,Applied,2C(S),69
Xishan Primary School,2019,Taken,2C(S),69
Xishan Primary School,2020,Vacancy,2C(S),50
Xishan Primary School,2020,Applied,2C(S),64
Xishan Primary School,2020,Taken,2C(S),50
Xishan Primary School,2021,Vacancy,2C(S),40
Xishan Primary School,2021,Applied,2C(S),72
Xishan Primary School,2021,Taken,2C(S),40
Xishan Primary School,2009,Vacancy,3,60
Xishan Primary School,2010,Vacancy,3,52
Xishan Primary School,2011,Vacancy,3,43
Xishan Primary School,2012,Vacancy,3,43
Xishan Primary School,2013,Vacancy,3,34
Xishan Primary School,2014,Vacancy,3,70
Xishan Primary School,2015,Vacancy,3,52
Xishan Primary School,2016,Vacancy,3,63
Xishan Primary School,2017,Vacancy,3,54
Xishan Primary School,2018,Vacancy,3,22
Xishan Primary School,2019,Vacancy,3,34
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Taken,Phase 1,83
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Taken,Phase 1,77
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Taken,Phase 1,68
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Taken,Phase 1,74
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Taken,Phase 1,83
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Taken,Phase 1,65
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Taken,Phase 1,67
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Taken,Phase 1,76
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Taken,Phase 1,72
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Taken,Phase 1,80
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Vacancy,Phase 1,230
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Applied,Phase 1,75
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Taken,Phase 1,75
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Vacancy,Phase 1,230
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Applied,Phase 1,93
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Taken,Phase 1,93
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Vacancy,Phase 1,230
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Applied,Phase 1,88
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Taken,Phase 1,88
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Taken,2A(1),40
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Taken,2A(1),42
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Taken,2A(1),44
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Taken,2A(1),56
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Taken,2A(1),55
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Taken,2A(1),36
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Taken,2A(1),65
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Taken,2A(1),65
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Taken,2A(1),78
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Taken,2A(1),87
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Vacancy,2A(1),155
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Applied,2A(1),88
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Taken,2A(1),88
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Vacancy,2A(1),137
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Applied,2A(1),107
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Taken,2A(1),107
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Vacancy,2A(1),142
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Applied,2A(1),97
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Taken,2A(1),97
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Taken,2A(2),41
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Taken,2A(2),24
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Taken,2A(2),31
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Taken,2A(2),32
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Taken,2A(2),39
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Taken,2A(2),23
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Taken,2A(2),22
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Taken,2A(2),30
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Taken,2A(2),19
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Taken,2A(2),21
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Vacancy,2A(2),67
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Applied,2A(2),15
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Taken,2A(2),15
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Vacancy,2A(2),30
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Applied,2A(2),20
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Taken,2A(2),20
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Vacancy,2A(2),45
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Applied,2A(2),19
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Taken,2A(2),19
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Vacancy,2B,53
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Applied,2B,73
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Taken,2B,53
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Vacancy,2B,63
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Applied,2B,83
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Taken,2B,64
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Vacancy,2B,64
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Applied,2B,80
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Taken,2B,64
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Vacancy,2B,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Applied,2B,76
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Taken,2B,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Vacancy,2B,47
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Applied,2B,73
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Taken,2B,48
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Vacancy,2B,73
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Applied,2B,75
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Taken,2B,73
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Vacancy,2B,58
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Applied,2B,90
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Taken,2B,58
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Vacancy,2B,50
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Applied,2B,79
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Taken,2B,50
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Vacancy,2B,51
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Applied,2B,56
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Taken,2B,51
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Vacancy,2B,41
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Applied,2B,55
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Taken,2B,41
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Vacancy,2B,46
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Applied,2B,65
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Taken,2B,46
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Vacancy,2B,26
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Applied,2B,59
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Taken,2B,26
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Vacancy,2B,33
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Applied,2B,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Taken,2B,33
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Vacancy,2C,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Applied,2C,63
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2009,Taken,2C,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Vacancy,2C,63
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Applied,2C,76
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2010,Taken,2C,63
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Vacancy,2C,63
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Applied,2C,79
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2011,Taken,2C,63
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Vacancy,2C,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Applied,2C,64
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2012,Taken,2C,54
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Vacancy,2C,45
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Applied,2C,49
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2013,Taken,2C,45
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Vacancy,2C,73
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Applied,2C,101
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2014,Taken,2C,73
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Vacancy,2C,58
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Applied,2C,75
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2015,Taken,2C,58
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Vacancy,2C,49
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Applied,2C,65
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2016,Taken,2C,49
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Vacancy,2C,50
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Applied,2C,67
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2017,Taken,2C,50
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Vacancy,2C,41
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Applied,2C,52
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2018,Taken,2C,41
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Vacancy,2C,46
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Applied,2C,60
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2019,Taken,2C,46
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Vacancy,2C,25
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Applied,2C,41
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2020,Taken,2C,25
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Vacancy,2C,33
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Applied,2C,51
"Anglo-Chinese School (Junior) - Boys only, Affiliated",2021,Taken,2C,33
Marymount Convent School - Girls only,2009,Taken,Phase 1,40
Marymount Convent School - Girls only,2010,Taken,Phase 1,56
Marymount Convent School - Girls only,2011,Taken,Phase 1,44
Marymount Convent School - Girls only,2012,Taken,Phase 1,49
Marymount Convent School - Girls only,2013,Taken,Phase 1,57
Marymount Convent School - Girls only,2014,Taken,Phase 1,39
Marymount Convent School - Girls only,2015,Taken,Phase 1,46
Marymount Convent School - Girls only,2016,Taken,Phase 1,57
Marymount Convent School - Girls only,2017,Taken,Phase 1,48
Marymount Convent School - Girls only,2018,Taken,Phase 1,42
Marymount Convent School - Girls only,2019,Vacancy,Phase 1,170
Marymount Convent School - Girls only,2019,Applied,Phase 1,37
Marymount Convent School - Girls only,2019,Taken,Phase 1,37
Marymount Convent School - Girls only,2020,Vacancy,Phase 1,200
Marymount Convent School - Girls only,2020,Applied,Phase 1,41
Marymount Convent School - Girls only,2020,Taken,Phase 1,41
Marymount Convent School - Girls only,2021,Vacancy,Phase 1,200
Marymount Convent School - Girls only,2021,Applied,Phase 1,44
Marymount Convent School - Girls only,2021,Taken,Phase 1,44
Marymount Convent School - Girls only,2009,Taken,2A(1),2
Marymount Convent School - Girls only,2010,Taken,2A(1),1
Marymount Convent School - Girls only,2011,Taken,2A(1),1
Marymount Convent School - Girls only,2013,Taken,2A(1),2
Marymount Convent School - Girls only,2014,Taken,2A(1),3
Marymount Convent School - Girls only,2015,Taken,2A(1),2
Marymount Convent School - Girls only,2016,Taken,2A(1),5
Marymount Convent School - Girls only,2017,Taken,2A(1),1
Marymount Convent School - Girls only,2018,Taken,2A(1),6
Marymount Convent School - Girls only,2019,Vacancy,2A(1),133
Marymount Convent School - Girls only,2019,Applied,2A(1),1
Marymount Convent School - Girls only,2019,Taken,2A(1),1
Marymount Convent School - Girls only,2020,Vacancy,2A(1),159
Marymount Convent School - Girls only,2020,Applied,2A(1),2
Marymount Convent School - Girls only,2020,Taken,2A(1),2
Marymount Convent School - Girls only,2021,Vacancy,2A(1),156
Marymount Convent School - Girls only,2021,Applied,2A(1),1
Marymount Convent School - Girls only,2021,Taken,2A(1),1
Marymount Convent School - Girls only,2009,Taken,2A(2),6
Marymount Convent School - Girls only,2010,Taken,2A(2),14
Marymount Convent School - Girls only,2011,Taken,2A(2),9
Marymount Convent School - Girls only,2012,Taken,2A(2),13
Marymount Convent School - Girls only,2013,Taken,2A(2),12
Marymount Convent School - Girls only,2014,Taken,2A(2),6
Marymount Convent School - Girls only,2015,Taken,2A(2),6
Marymount Convent School - Girls only,2016,Taken,2A(2),14
Marymount Convent School - Girls only,2017,Taken,2A(2),8
Marymount Convent School - Girls only,2018,Taken,2A(2),15
Marymount Convent School - Girls only,2019,Vacancy,2A(2),132
Marymount Convent School - Girls only,2019,Applied,2A(2),7
Marymount Convent School - Girls only,2019,Taken,2A(2),7
Marymount Convent School - Girls only,2020,Vacancy,2A(2),157
Marymount Convent School - Girls only,2020,Applied,2A(2),6
Marymount Convent School - Girls only,2020,Taken,2A(2),6
Marymount Convent School - Girls only,2021,Vacancy,2A(2),155
Marymount Convent School - Girls only,2021,Applied,2A(2),6
Marymount Convent School - Girls only,2021,Taken,2A(2),6
Marymount Convent School - Girls only,2009,Vacancy,2B,96.0
Marymount Convent School - Girls only,2009,Applied,2B,18.0
Marymount Convent School - Girls only,2009,Taken,2B,18.0
Marymount Convent School - Girls only,2010,Vacancy,2B,85.0
Marymount Convent School - Girls only,2010,Applied,2B,18.0
Marymount Convent School - Girls only,2010,Taken,2B,18.0
Marymount Convent School - Girls only,2011,Vacancy,2B,93.0
Marymount Convent School - Girls only,2011,Applied,2B,21.0
Marymount Convent School - Girls only,2011,Taken,2B,21.0
Marymount Convent School - Girls only,2012,Vacancy,2B,89.0
Marymount Convent School - Girls only,2012,Applied,2B,30.0
Marymount Convent School - Girls only,2012,Taken,2B,30.0
Marymount Convent School - Girls only,2013,Vacancy,2B,85.0
Marymount Convent School - Girls only,2013,Applied,2B,17.0
Marymount Convent School - Girls only,2013,Taken,2B,17.0
Marymount Convent School - Girls only,2014,Vacancy,2B,96.0
Marymount Convent School - Girls only,2014,Applied,2B,31.0
Marymount Convent School - Girls only,2014,Taken,2B,31.0
Marymount Convent School - Girls only,2015,Vacancy,2B,93.0
Marymount Convent School - Girls only,2015,Applied,2B,25.0
Marymount Convent School - Girls only,2015,Taken,2B,21.0
Marymount Convent School - Girls only,2016,Vacancy,2B,67.0
Marymount Convent School - Girls only,2016,Applied,2B,16.0
Marymount Convent School - Girls only,2016,Taken,2B,15.0
Marymount Convent School - Girls only,2017,Vacancy,2B,77.0
Marymount Convent School - Girls only,2017,Applied,2B,10.0
Marymount Convent School - Girls only,2017,Taken,2B,10.0
Marymount Convent School - Girls only,2018,Vacancy,2B,74.0
Marymount Convent School - Girls only,2018,Applied,2B,19.0
Marymount Convent School - Girls only,2018,Taken,2B,15.0
Marymount Convent School - Girls only,2019,Vacancy,2B,83.0
Marymount Convent School - Girls only,2019,Applied,2B,11.0
Marymount Convent School - Girls only,2019,Taken,2B,11.0
Marymount Convent School - Girls only,2020,Vacancy,2B,96.0
Marymount Convent School - Girls only,2020,Applied,2B,9.0
Marymount Convent School - Girls only,2020,Taken,2B,9.0
Marymount Convent School - Girls only,2021,Vacancy,2B,95.0
Marymount Convent School - Girls only,2021,Applied,2B,25.0
Marymount Convent School - Girls only,2021,Taken,2B,25.0
Marymount Convent School - Girls only,2009,Vacancy,2C,177.0
Marymount Convent School - Girls only,2009,Applied,2C,86.0
Marymount Convent School - Girls only,2009,Taken,2C,86.0
Marymount Convent School - Girls only,2010,Vacancy,2C,151.0
Marymount Convent School - Girls only,2010,Applied,2C,112.0
Marymount Convent School - Girls only,2010,Taken,2C,112.0
Marymount Convent School - Girls only,2011,Vacancy,2C,165.0
Marymount Convent School - Girls only,2011,Applied,2C,112.0
Marymount Convent School - Girls only,2011,Taken,2C,112.0
Marymount Convent School - Girls only,2012,Vacancy,2C,148.0
Marymount Convent School - Girls only,2012,Applied,2C,128.0
Marymount Convent School - Girls only,2012,Taken,2C,128.0
Marymount Convent School - Girls only,2013,Vacancy,2C,152.0
Marymount Convent School - Girls only,2013,Applied,2C,127.0
Marymount Convent School - Girls only,2013,Taken,2C,128.0
Marymount Convent School - Girls only,2014,Vacancy,2C,161.0
Marymount Convent School - Girls only,2014,Applied,2C,121.0
Marymount Convent School - Girls only,2014,Taken,2C,119.0
Marymount Convent School - Girls only,2015,Vacancy,2C,165.0
Marymount Convent School - Girls only,2015,Applied,2C,81.0
Marymount Convent School - Girls only,2015,Taken,2C,81.0
Marymount Convent School - Girls only,2016,Vacancy,2C,119.0
Marymount Convent School - Girls only,2016,Applied,2C,49.0
Marymount Convent School - Girls only,2016,Taken,2C,49.0
Marymount Convent School - Girls only,2017,Vacancy,2C,143.0
Marymount Convent School - Girls only,2017,Applied,2C,72.0
Marymount Convent School - Girls only,2017,Taken,2C,72.0
Marymount Convent School - Girls only,2018,Vacancy,2C,132.0
Marymount Convent School - Girls only,2018,Applied,2C,121.0
Marymount Convent School - Girls only,2018,Taken,2C,121.0
Marymount Convent School - Girls only,2019,Vacancy,2C,156.0
Marymount Convent School - Girls only,2019,Applied,2C,66.0
Marymount Convent School - Girls only,2019,Taken,2C,66.0
Marymount Convent School - Girls only,2020,Vacancy,2C,183.0
Marymount Convent School - Girls only,2020,Applied,2C,72.0
Marymount Convent School - Girls only,2020,Taken,2C,72.0
Marymount Convent School - Girls only,2021,Vacancy,2C,166.0
Marymount Convent School - Girls only,2021,Applied,2C,93.0
Marymount Convent School - Girls only,2021,Taken,2C,93.0
Marymount Convent School - Girls only,2009,Vacancy,2C(S),91
Marymount Convent School - Girls only,2009,Applied,2C(S),82
Marymount Convent School - Girls only,2009,Taken,2C(S),82
Marymount Convent School - Girls only,2010,Vacancy,2C(S),42
Marymount Convent School - Girls only,2010,Applied,2C(S),78
Marymount Convent School - Girls only,2010,Taken,2C(S),42
Marymount Convent School - Girls only,2011,Vacancy,2C(S),53
Marymount Convent School - Girls only,2011,Applied,2C(S),83
Marymount Convent School - Girls only,2011,Taken,2C(S),53
Marymount Convent School - Girls only,2012,Vacancy,2C(S),24
Marymount Convent School - Girls only,2012,Applied,2C(S),44
Marymount Convent School - Girls only,2012,Taken,2C(S),24
Marymount Convent School - Girls only,2013,Vacancy,2C(S),25
Marymount Convent School - Girls only,2013,Applied,2C(S),41
Marymount Convent School - Girls only,2013,Taken,2C(S),25
Marymount Convent School - Girls only,2014,Vacancy,2C(S),42
Marymount Convent School - Girls only,2014,Applied,2C(S),59
Marymount Convent School - Girls only,2014,Taken,2C(S),42
Marymount Convent School - Girls only,2015,Vacancy,2C(S),84
Marymount Convent School - Girls only,2015,Applied,2C(S),42
Marymount Convent School - Girls only,2015,Taken,2C(S),42
Marymount Convent School - Girls only,2016,Vacancy,2C(S),70
Marymount Convent School - Girls only,2016,Applied,2C(S),30
Marymount Convent School - Girls only,2016,Taken,2C(S),30
Marymount Convent School - Girls only,2017,Vacancy,2C(S),71
Marymount Convent School - Girls only,2017,Applied,2C(S),55
Marymount Convent School - Girls only,2017,Taken,2C(S),55
Marymount Convent School - Girls only,2018,Vacancy,2C(S),11
Marymount Convent School - Girls only,2018,Applied,2C(S),27
Marymount Convent School - Girls only,2018,Taken,2C(S),11
Marymount Convent School - Girls only,2019,Vacancy,2C(S),90
Marymount Convent School - Girls only,2019,Applied,2C(S),75
Marymount Convent School - Girls only,2019,Taken,2C(S),75
Marymount Convent School - Girls only,2020,Vacancy,2C(S),111
Marymount Convent School - Girls only,2020,Applied,2C(S),155
Marymount Convent School - Girls only,2020,Taken,2C(S),111
Marymount Convent School - Girls only,2021,Vacancy,2C(S),74
Marymount Convent School - Girls only,2021,Applied,2C(S),92
Marymount Convent School - Girls only,2021,Taken,2C(S),74
Marymount Convent School - Girls only,2009,Vacancy,3,8
Marymount Convent School - Girls only,2015,Vacancy,3,42
