SchoolName,Year,Category,Phase,Count
Opera Estate Primary School,2018,Vacancy,2B,49.0
Opera Estate Primary School,2018,Applied,2B,12.0
Opera Estate Primary School,2018,Taken,2B,11.0
Opera Estate Primary School,2019,Vacancy,2B,42.0
Opera Estate Primary School,2019,Applied,2B,9.0
Opera Estate Primary School,2019,Taken,2B,9.0
Opera Estate Primary School,2020,Vacancy,2B,39.0
Opera Estate Primary School,2020,Applied,2B,1.0
Opera Estate Primary School,2020,Taken,2B,1.0
Opera Estate Primary School,2021,Vacancy,2B,56.0
Opera Estate Primary School,2009,Vacancy,2C,135
Opera Estate Primary School,2009,Applied,2C,14
Opera Estate Primary School,2009,Taken,2C,14
Opera Estate Primary School,2010,Vacancy,2C,140
Opera Estate Primary School,2010,Applied,2C,31
Opera Estate Primary School,2010,Taken,2C,31
Opera Estate Primary School,2011,Vacancy,2C,137
Opera Estate Primary School,2011,Applied,2C,30
Opera Estate Primary School,2011,Taken,2C,30
Opera Estate Primary School,2012,Vacancy,2C,124
Opera Estate Primary School,2012,Applied,2C,45
Opera Estate Primary School,2012,Taken,2C,45
Opera Estate Primary School,2013,Vacancy,2C,119
Opera Estate Primary School,2013,Applied,2C,82
Opera Estate Primary School,2013,Taken,2C,82
Opera Estate Primary School,2014,Vacancy,2C,97
Opera Estate Primary School,2014,Applied,2C,88
Opera Estate Primary School,2014,Taken,2C,87
Opera Estate Primary School,2015,Vacancy,2C,101
Opera Estate Primary School,2015,Applied,2C,80
Opera Estate Primary School,2015,Taken,2C,80
Opera Estate Primary School,2016,Vacancy,2C,104
Opera Estate Primary School,2016,Applied,2C,71
Opera Estate Primary School,2016,Taken,2C,70
Opera Estate Primary School,2017,Vacancy,2C,94
Opera Estate Primary School,2017,Applied,2C,73
Opera Estate Primary School,2017,Taken,2C,73
Opera Estate Primary School,2018,Vacancy,2C,87
Opera Estate Primary School,2018,Applied,2C,64
Opera Estate Primary School,2018,Taken,2C,64
Opera Estate Primary School,2019,Vacancy,2C,75
Opera Estate Primary School,2019,Applied,2C,91
Opera Estate Primary School,2019,Taken,2C,75
Opera Estate Primary School,2020,Vacancy,2C,76
Opera Estate Primary School,2020,Applied,2C,83
Opera Estate Primary School,2020,Taken,2C,76
Opera Estate Primary School,2021,Vacancy,2C,112
Opera Estate Primary School,2021,Applied,2C,77
Opera Estate Primary School,2021,Taken,2C,77
Opera Estate Primary School,2009,Vacancy,2C(S),121
Opera Estate Primary School,2009,Applied,2C(S),11
Opera Estate Primary School,2009,Taken,2C(S),10
Opera Estate Primary School,2010,Vacancy,2C(S),109
Opera Estate Primary School,2010,Applied,2C(S),16
Opera Estate Primary School,2010,Taken,2C(S),16
Opera Estate Primary School,2011,Vacancy,2C(S),107
Opera Estate Primary School,2011,Applied,2C(S),71
Opera Estate Primary School,2011,Taken,2C(S),99
Opera Estate Primary School,2012,Vacancy,2C(S),82
Opera Estate Primary School,2012,Applied,2C(S),64
Opera Estate Primary School,2012,Taken,2C(S),74
Opera Estate Primary School,2013,Vacancy,2C(S),39
Opera Estate Primary School,2013,Applied,2C(S),47
Opera Estate Primary School,2013,Taken,2C(S),39
Opera Estate Primary School,2014,Vacancy,2C(S),10
Opera Estate Primary School,2014,Applied,2C(S),16
Opera Estate Primary School,2014,Taken,2C(S),10
Opera Estate Primary School,2015,Vacancy,2C(S),21
Opera Estate Primary School,2015,Applied,2C(S),16
Opera Estate Primary School,2015,Taken,2C(S),16
Opera Estate Primary School,2016,Vacancy,2C(S),34
Opera Estate Primary School,2016,Applied,2C(S),9
Opera Estate Primary School,2016,Taken,2C(S),9
Opera Estate Primary School,2017,Vacancy,2C(S),21
Opera Estate Primary School,2017,Applied,2C(S),8
Opera Estate Primary School,2017,Taken,2C(S),8
Opera Estate Primary School,2018,Vacancy,2C(S),23
Opera Estate Primary School,2018,Applied,2C(S),17
Opera Estate Primary School,2018,Taken,2C(S),17
Opera Estate Primary School,2020,Vacancy,2C(S),9
Opera Estate Primary School,2020,Applied,2C(S),11
Opera Estate Primary School,2020,Taken,2C(S),9
Opera Estate Primary School,2021,Vacancy,2C(S),37
Opera Estate Primary School,2021,Applied,2C(S),31
Opera Estate Primary School,2021,Taken,2C(S),31
Opera Estate Primary School,2009,Vacancy,3,72
Opera Estate Primary School,2010,Vacancy,3,40
Opera Estate Primary School,2011,Vacancy,3,8
Opera Estate Primary School,2012,Vacancy,3,8
Opera Estate Primary School,2015,Vacancy,3,5
Opera Estate Primary School,2016,Vacancy,3,25
Opera Estate Primary School,2017,Vacancy,3,13
Opera Estate Primary School,2018,Vacancy,3,6
Opera Estate Primary School,2021,Vacancy,3,4
Ngee Ann Primary School - Affiliated,2009,Taken,Phase 1,81
Ngee Ann Primary School - Affiliated,2010,Taken,Phase 1,85
Ngee Ann Primary School - Affiliated,2011,Taken,Phase 1,87
Ngee Ann Primary School - Affiliated,2012,Taken,Phase 1,86
Ngee Ann Primary School - Affiliated,2013,Taken,Phase 1,94
Ngee Ann Primary School - Affiliated,2014,Taken,Phase 1,109
Ngee Ann Primary School - Affiliated,2015,Taken,Phase 1,94
Ngee Ann Primary School - Affiliated,2016,Taken,Phase 1,99
Ngee Ann Primary School - Affiliated,2017,Taken,Phase 1,100
Ngee Ann Primary School - Affiliated,2018,Taken,Phase 1,105
Ngee Ann Primary School - Affiliated,2019,Vacancy,Phase 1,200
Ngee Ann Primary School - Affiliated,2019,Applied,Phase 1,80
Ngee Ann Primary School - Affiliated,2019,Taken,Phase 1,80
Ngee Ann Primary School - Affiliated,2020,Vacancy,Phase 1,200
Ngee Ann Primary School - Affiliated,2020,Applied,Phase 1,85
Ngee Ann Primary School - Affiliated,2020,Taken,Phase 1,85
Ngee Ann Primary School - Affiliated,2021,Vacancy,Phase 1,200
Ngee Ann Primary School - Affiliated,2021,Applied,Phase 1,86
Ngee Ann Primary School - Affiliated,2021,Taken,Phase 1,86
Ngee Ann Primary School - Affiliated,2009,Taken,2A(1),4
Ngee Ann Primary School - Affiliated,2010,Taken,2A(1),5
Ngee Ann Primary School - Affiliated,2011,Taken,2A(1),1
Ngee Ann Primary School - Affiliated,2013,Taken,2A(1),1
Ngee Ann Primary School - Affiliated,2014,Taken,2A(1),1
Ngee Ann Primary School - Affiliated,2015,Taken,2A(1),5
Ngee Ann Primary School - Affiliated,2016,Taken,2A(1),5
Ngee Ann Primary School - Affiliated,2019,Vacancy,2A(1),121
Ngee Ann Primary School - Affiliated,2020,Vacancy,2A(1),115
Ngee Ann Primary School - Affiliated,2021,Vacancy,2A(1),114
Ngee Ann Primary School - Affiliated,2021,Applied,2A(1),2
Ngee Ann Primary School - Affiliated,2021,Taken,2A(1),2
Ngee Ann Primary School - Affiliated,2009,Taken,2A(2),19
Ngee Ann Primary School - Affiliated,2010,Taken,2A(2),11
Ngee Ann Primary School - Affiliated,2011,Taken,2A(2),25
Ngee Ann Primary School - Affiliated,2012,Taken,2A(2),21
Ngee Ann Primary School - Affiliated,2013,Taken,2A(2),28
Ngee Ann Primary School - Affiliated,2014,Taken,2A(2),34
Ngee Ann Primary School - Affiliated,2015,Taken,2A(2),33
Ngee Ann Primary School - Affiliated,2016,Taken,2A(2),29
Ngee Ann Primary School - Affiliated,2017,Taken,2A(2),35
Ngee Ann Primary School - Affiliated,2018,Taken,2A(2),41
Ngee Ann Primary School - Affiliated,2019,Vacancy,2A(2),122
Ngee Ann Primary School - Affiliated,2019,Applied,2A(2),33
Ngee Ann Primary School - Affiliated,2019,Taken,2A(2),33
Ngee Ann Primary School - Affiliated,2020,Vacancy,2A(2),115
Ngee Ann Primary School - Affiliated,2020,Applied,2A(2),26
Ngee Ann Primary School - Affiliated,2020,Taken,2A(2),26
Ngee Ann Primary School - Affiliated,2021,Vacancy,2A(2),112
Ngee Ann Primary School - Affiliated,2021,Applied,2A(2),31
Ngee Ann Primary School - Affiliated,2021,Taken,2A(2),31
Ngee Ann Primary School - Affiliated,2009,Vacancy,2B,68.0
Ngee Ann Primary School - Affiliated,2009,Applied,2B,9.0
Ngee Ann Primary School - Affiliated,2009,Taken,2B,9.0
